"movie_id","genre_id"
745,12
746,8
746,2
747,7
747,4
747,1
748,1
748,2
748,12
749,1
749,2
749,12
750,2
751,4
752,6
752,7
752,2
753,6
753,1
753,2
754,2
754,18
754,19
755,2
755,11
755,12
756,8
756,2
756,16
757,8
757,1
757,2
758,2
758,13
759,2
759,9
759,12
760,4
760,2
761,4
761,2
761,13
762,2
762,18
762,13
763,1
763,2
763,12
764,6
764,7
764,8
765,6
765,12
766,2
766,17
767,4
767,2
768,2
768,5
769,2
770,4
770,2
770,13
771,2
771,18
772,4
772,2
772,13
773,2
773,18
773,19
774,2
774,5
775,6
775,7
775,2
776,4
776,2
776,13
777,1
777,2
778,6
778,7
778,11
779,10
779,2
779,16
780,2
781,1
781,2
781,3
782,6
782,4
782,15
783,6
783,1
783,12
784,6
784,1
784,2
785,8
785,1
785,2
786,2
787,4
787,2
787,13
788,4
788,2
789,2
790,4
790,2
790,15
791,8
791,2
791,13
792,10
792,2
792,3
793,6
793,7
793,5
794,8
794,2
794,21
795,1
795,2
795,12
796,2
796,17
796,11
797,4
797,2
798,7
798,4
798,20
799,4
800,7
800,2
800,14
801,6
801,2
801,9
802,1
802,2
803,4
803,2
803,13
804,2
804,3
804,12
805,6
805,7
805,12
806,2
807,10
807,4
807,15
808,6
808,8
808,1
809,2
810,2
811,8
811,2
811,9
812,2
812,18
813,1
813,2
813,12
814,10
814,2
814,15
815,10
815,8
815,2
816,8
816,2
816,18
817,2
818,6
818,2
818,12
819,6
819,1
819,12
820,2
820,13
821,2
821,14
822,2
822,13
823,8
823,2
823,9
824,2
824,9
824,5
825,6
825,1
825,12
826,10
826,6
826,7
827,4
827,2
827,13
828,10
828,11
829,10
829,6
829,7
830,6
830,1
830,2
831,2
831,3
831,13
832,1
832,2
832,3
833,4
833,2
834,6
834,1
834,2
835,10
835,6
835,7
836,7
836,5
837,7
837,2
837,13
838,2
838,3
838,12
839,2
839,3
839,11
840,20
840,12
841,1
841,2
842,2
842,5
843,8
843,2
843,16
844,2
844,17
844,11
845,4
845,2
845,13
846,2
846,19
846,13
847,4
847,2
847,13
848,2
848,13
849,2
850,17
851,1
851,2
852,6
852,1
852,2
853,2
853,12
853,5
854,8
854,4
854,2
855,4
855,2
856,4
856,2
856,13
857,2
858,10
858,6
858,1
859,10
859,16
859,15
860,2
861,4
861,2
861,18
862,2
862,15
862,18
863,10
863,7
863,4
864,2
864,9
864,5
865,4
865,2
866,10
866,2
866,15
867,1
867,2
867,12
868,10
868,7
868,4
869,1
869,2
869,20
870,3
870,12
871,2
871,16
871,19
872,2
872,17
872,11
873,4
874,2
875,10
875,2
875,16
876,4
876,2
876,18
877,4
877,2
877,16
878,4
878,2
879,4
879,19
880,8
880,2
880,9
881,2
882,4
882,2
883,10
883,2
883,15
884,2
885,6
885,1
885,4
886,2
886,18
886,13
887,10
887,4
887,2
888,10
888,7
888,4
889,4
889,18
889,19
890,4
890,2
890,13
891,4
891,2
892,10
892,7
892,2
893,4
893,13
894,2
894,12
895,2
896,6
896,1
896,2
897,6
897,7
897,12
898,2
898,13
899,4
899,2
900,7
900,8
900,2
901,7
901,4
901,16
902,3
902,12
903,4
903,1
903,2
904,2
904,5
905,7
905,16
905,15
906,4
906,2
907,1
907,2
907,17
908,6
908,7
908,11
909,4
910,4
910,2
911,6
911,2
912,6
912,2
912,3
913,6
913,7
913,4
914,6
914,7
914,4
915,10
915,7
915,4
916,6
916,1
916,11
917,6
917,4
917,1
918,6
918,1
918,2
919,4
919,1
920,4
920,2
920,13
921,17
921,3
921,12
922,4
923,8
923,2
923,21
924,2
924,18
924,13
925,2
925,11
925,12
926,1
926,2
926,3
927,6
927,7
927,15
928,7
928,16
928,15
929,2
929,14
930,10
930,6
930,7
931,6
931,1
931,3
932,1
932,2
932,12
933,8
933,2
933,21
934,1
934,2
934,12
935,17
935,3
935,12
936,2
936,17
936,3
937,10
937,7
937,4
938,2
938,17
938,11
939,6
939,1
939,12
940,4
940,17
941,10
941,7
941,4
942,2
942,9
942,5
943,10
943,7
943,4
944,8
944,2
944,9
945,2
945,3
945,12
946,6
946,1
946,12
947,2
948,6
948,7
948,11
949,6
949,1
949,2
950,15
950,3
950,11
951,2
951,12
952,1
952,2
952,3
953,2
953,12
954,2
954,17
954,3
955,2
955,15
956,10
956,7
956,4
957,10
957,7
957,4
958,6
958,1
958,12
959,6
959,7
959,1
960,8
960,2
960,9
961,6
961,7
961,2
962,2
963,2
963,13
963,12
964,2
964,12
965,2
965,13
966,2
967,4
967,1
967,2
968,4
968,2
968,13
969,4
969,1
969,2
970,6
970,7
970,12
971,10
971,7
971,4
972,2
973,2
974,10
974,7
974,16
975,2
976,2
976,13
976,5
977,2
978,4
978,2
978,13
979,4
979,2
979,12
980,10
980,2
980,16
981,1
981,2
981,12
982,2
982,13
983,6
983,2
983,9
984,4
984,5
985,8
985,2
985,9
986,1
986,2
986,13
987,2
988,6
988,1
988,12
989,8
989,2
989,18
990,2
990,3
990,13
991,8
991,2
991,18
992,8
992,4
992,2
993,17
993,11
994,6
994,1
994,2
995,4
995,15
995,13
996,4
996,2
996,16
997,2
997,3
998,4
999,2
1000,6
1000,7
1000,15
